id:ID,name,type:LABEL
O00762,Ubiquitin-conjugating enzyme E2 C E2 ubiquitin-conjugating enzyme C),Protein
O00763,Acetyl-CoA carboxylase 2,Protein
DB00121,Biotin,Drug
O00764,Pyridoxal kinase,Protein
618511,"Neuropathy, hereditary motor and sensory, 6C, with optic atrophy",Disease
DB00165,Pyridoxine,Drug
O00767,Stearoyl-CoA desaturase-desaturase),Protein
O14490,Disks large-associated protein 1,Protein
O14492,SH2B adapter protein 2,Protein
O14493,Claudin-4,Protein
O14494,Phospholipid phosphatase 1,Protein
O14495,Phospholipid phosphatase 3,Protein
O14497,AT-rich interactive domain-containing protein 1A,Protein
614607,Coffin-Siris syndrome 2,Disease
O14503,Class E basic helix-loop-helix protein 40,Protein
O14508,Suppressor of cytokine signaling 2,Protein
O14511,"Pro-neuregulin-2, membrane-bound isoform [Cleaved into: Neuregulin-2]",Protein
O14512,Suppressor of cytokine signaling 7,Protein
O14513,Nck-associated protein 5,Protein
O14514,Adhesion G protein-coupled receptor B1 [Cleaved into: Vasculostatin-40; Vasculostatin-120],Protein
O14519,Cyclin-dependent kinase 2-associated protein 1,Protein
O14520,Aquaporin-7,Protein
O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",Protein
168000,Pheochromocytoma/paraganglioma syndrome 1,Disease
606864,Paraganglioma and gastric stromal sarcoma,Disease
619167,"Mitochondrial complex II deficiency, nuclear type 3",Disease
DB00756,Hexachlorophene,Drug
O14522,Receptor-type tyrosine-protein phosphatase T,Protein
O14523,Phospholipid transfer protein C2CD2L,Protein
O14524,Nuclear envelope integral membrane protein 1,Protein
O14525,Astrotactin-1,Protein
O14526,F-BAR domain only protein 1,Protein
619164,Immunodeficiency 76,Disease
O14529,Homeobox protein cut-like 2,Protein
618141,Developmental and epileptic encephalopathy 67,Disease
O14530,Thioredoxin domain-containing protein 9,Protein
O14531,Dihydropyrimidinase-related protein 4,Protein
O14543,Suppressor of cytokine signaling 3,Protein
O14544,Suppressor of cytokine signaling 6,Protein
O14556,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",Protein
DB14533,Zinc chloride,Drug
DB14548,Zinc sulfate. unspecified form,Drug
O14558,Heat shock protein beta-6,Protein
O14559,Rho GTPase-activating protein 33,Protein
O14561,"Acyl carrier protein, mitochondrial",Protein
O14569,Transmembrane reductase CYB561D2,Protein
O14576,Cytoplasmic dynein 1 intermediate chain 1,Protein
O14578,Citron Rho-interacting kinase,Protein
617090,"Microcephaly 17, primary, autosomal recessive",Disease
O14579,Coatomer subunit epsilon,Protein
O14593,DNA-binding protein RFXANK,Protein
620815,MHC class II deficiency 2,Disease
O14594,Neurocan core protein,Protein
DB08818,Hyaluronic acid,Drug
O14595,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2,Protein
O14607,Histone demethylase UTY demethylase UTY),Protein
O14610,Guanine nucleotide-binding protein G/G/G subunit gamma-T2,Protein
O14613,Cdc42 effector protein 2,Protein
O14617,AP-3 complex subunit delta-1,Protein
617050,Hermansky-Pudlak syndrome 10,Disease
O14618,Copper chaperone for superoxide dismutase,Protein
O14625,C-X-C motif chemokine 11,Protein
O14627,Homeobox protein CDX-4,Protein
O14628,Zinc finger protein 195,Protein
O14633,Late cornified envelope protein 2B,Protein
O14638,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3,Protein
O14639,Actin-binding LIM protein 1,Protein
O14640,Segment polarity protein dishevelled homolog DVL-1,Protein
616331,"Robinow syndrome, autosomal dominant 2",Disease
O14641,Segment polarity protein dishevelled homolog DVL-2,Protein
O14645,Axonemal dynein light intermediate polypeptide 1,Protein
620354,Spermatogenic failure 83,Disease
O14646,Chromodomain-helicase-DNA-binding protein 1,Protein
617682,Pilarowski-Bjornsson syndrome,Disease
O14647,Chromodomain-helicase-DNA-binding protein 2,Protein
615369,Developmental and epileptic encephalopathy 94,Disease
O14649,Potassium channel subfamily K member 3 channel 1) channel KT3.1),Protein
615344,"Pulmonary hypertension, primary, 4",Disease
DB00561,Doxapram,Drug
DB01159,Halothane,Drug
O14653,Golgi SNAP receptor complex member 2,Protein
614018,"Epilepsy, progressive myoclonic 6",Disease
620166,"Muscular dystrophy, congenital, with or without seizures",Disease
O14654,Insulin receptor substrate 4,Protein
301035,"Hypothyroidism, congenital, non-goitrous, 9",Disease
O14656,Torsin-1A,Protein
128100,"Dystonia 1, torsion, autosomal dominant",Disease
618947,Arthrogryposis multiplex congenita 5,Disease
O14657,Torsin-1B,Protein
O14662,Syntaxin-16,Protein
603233,Pseudohypoparathyroidism 1B,Disease
O14669,Transmembrane gamma-carboxyglutamic acid protein 2,Protein
O14672,Disintegrin and metalloproteinase domain-containing protein 10,Protein
615537,Reticulate acropigmentation of Kitamura,Disease
615590,Alzheimer disease 18,Disease
O14678,Lysosomal cobalamin transporter ABCD4,Protein
614857,Methylmalonic aciduria and homocystinuria type cblJ,Disease
O14681,Etoposide-induced protein 2.4 homolog,Protein
O14682,Ectoderm-neural cortex protein 1,Protein
O14684,Prostaglandin E synthase,Protein
O14686,Histone-lysine N-methyltransferase 2D,Protein
147920,Kabuki syndrome 1,Disease
620186,"Branchial arch abnormalities, choanal atresia, athelia, hearing loss, and hypothyroidism syndrome",Disease
O14713,Integrin beta-1-binding protein 1,Protein
O14717,tRNA-C)-methyltransferase-methyltransferase-like protein 2),Protein
DB00738,Pentamidine,Drug
O14727,Apoptotic protease-activating factor 1,Protein
O14730,Serine/threonine-protein kinase RIO3,Protein
O14732,Inositol monophosphatase 2-monophosphatase 2),Protein
DB01356,Lithium cation,Drug
O14733,Dual specificity mitogen-activated protein kinase kinase 7,Protein
DB14904,Pimasertib,Drug
O14734,Acyl-coenzyme A thioesterase 8,Protein
O14735,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,Protein
DB03106,scyllo-inositol,Drug
O14737,Programmed cell death protein 5,Protein
O14744,"Protein arginine N-methyltransferase 5 [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]",Protein
O14745,Na/H exchange regulatory cofactor NHE-RF1/H exchanger),Protein
612287,"Nephrolithiasis/osteoporosis, hypophosphatemic, 2",Disease
O14746,Telomerase reverse transcriptase,Protein
609135,Aplastic anemia,Disease
613989,"Dyskeratosis congenita, autosomal dominant, 2",Disease
614742,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 1",Disease
615134,"Melanoma, cutaneous malignant 9",Disease
DB00495,Zidovudine,Drug
O14756,17-beta-hydroxysteroid dehydrogenase type 6,Protein
O14757,Serine/threonine-protein kinase Chk1,Protein
620610,Oocyte/zygote/embryo maturation arrest 21,Disease
DB12284,LY-2608204,Drug
DB12611,PF-477736,Drug
DB12008,Prexasertib,Drug
O14763,Tumor necrosis factor receptor superfamily member 10B,Protein
275355,Squamous cell carcinoma of the head and neck,Disease
DB17493,Bioymifi,Drug
O14764,Gamma-aminobutyric acid receptor subunit delta receptor subunit delta),Protein
613060,Generalized epilepsy with febrile seizures plus 5,Disease
O14770,Homeobox protein Meis2,Protein
600987,"Cleft palate, cardiac defects, and impaired intellectual development",Disease
O14771,Zinc finger protein 213,Protein
O14772,Fucose-1-phosphate guanylyltransferase,Protein
O14773,Tripeptidyl-peptidase 1,Protein
204500,"Ceroid lipofuscinosis, neuronal, 2",Disease
609270,"Spinocerebellar ataxia, autosomal recessive, 7",Disease
O14775,Guanine nucleotide-binding protein subunit beta-5,Protein
617173,"Lodder-Merla syndrome, type 1, with impaired intellectual development and cardiac arrhythmia",Disease
617182,"Lodder-Merla syndrome, type 2, with developmental delay and with or without cardiac arrhythmia",Disease
O14776,Transcription elongation regulator 1,Protein
O14777,Kinetochore protein NDC80 homolog,Protein
O14782,Kinesin-like protein KIF3C,Protein
O14786,Neuropilin-1,Protein
O14787,Transportin-2,Protein
619556,"Intellectual developmental disorder with hypotonia, impaired speech, and dysmorphic facies",Disease
O14788,"Tumor necrosis factor ligand superfamily member 11 [Cleaved into: Tumor necrosis factor ligand superfamily member 11, membrane form; Tumor necrosis factor ligand superfamily member 11, soluble form]",Protein
259710,"Osteopetrosis, autosomal recessive 2",Disease
DB06643,Denosumab,Drug
DB00480,Lenalidomide,Drug
DB11582,Thiocolchicoside,Drug
O14791,Apolipoprotein L1,Protein
612551,Focal segmental glomerulosclerosis 4,Disease
O14792,Heparan sulfate glucosamine 3-O-sulfotransferase 1,Protein
O14793,Growth/differentiation factor 8,Protein
614160,Muscle hypertrophy,Disease
O14795,Protein unc-13 homolog B,Protein
O14796,SH2 domain-containing protein 1B,Protein
O14798,Tumor necrosis factor receptor superfamily member 10C,Protein
O14802,DNA-directed RNA polymerase III subunit RPC1,Protein
607694,"Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism",Disease
264090,Wiedemann-Rautenstrauch syndrome,Disease
O14804,Trace amine-associated receptor 5,Protein
O14807,Ras-related protein M-Ras,Protein
618499,Noonan syndrome 11,Disease
O14810,Complexin-1,Protein
617976,Developmental and epileptic encephalopathy 63,Disease
O14813,Paired mesoderm homeobox protein 2A,Protein
602078,"Fibrosis of extraocular muscles, congenital, 2",Disease
O14815,Calpain-9,Protein
O14817,Tetraspanin-4,Protein
O14818,Proteasome subunit alpha type-7,Protein
O14827,Ras-specific guanine nucleotide-releasing factor 2,Protein
O14828,Secretory carrier-associated membrane protein 3,Protein
O14829,Serine/threonine-protein phosphatase with EF-hands 1,Protein
O14830,Serine/threonine-protein phosphatase with EF-hands 2,Protein
O14832,"Phytanoyl-CoA dioxygenase, peroxisomal",Protein
266500,Refsum disease,Disease
DB00025,Antihemophilic factor. human recombinant,Drug
DB13998,Lonoctocog alfa,Drug
DB13999,Moroctocog alfa,Drug
O14836,Tumor necrosis factor receptor superfamily member 13B,Protein
240500,"Immunodeficiency, common variable, 2",Disease
609529,Immunoglobulin A deficiency 2,Disease
O14841,5-oxoprolinase,Protein
260005,5-oxoprolinase deficiency,Disease
O14842,Free fatty acid receptor 1,Protein
DB00159,Icosapent,Drug
O14843,Free fatty acid receptor 3,Protein
O14862,Interferon-inducible protein AIM2,Protein
O14863,Probable proton-coupled zinc antiporter SLC30A4,Protein
O14867,Transcription regulator protein BACH1,Protein
O14874,Branched-chain alpha-ketoacid dehydrogenase kinase,Protein
614923,Branched-chain ketoacid dehydrogenase kinase deficiency,Disease
O14879,Interferon-induced protein with tetratricopeptide repeats 3,Protein
O14880,"Glutathione S-transferase 3, mitochondrial",Protein
DB14924,Ritlecitinib,Drug
O14893,Gem-associated protein 2,Protein
O14894,Transmembrane 4 L6 family member 5,Protein
O14896,Interferon regulatory factor 6,Protein
119300,Van der Woude syndrome 1,Disease
119500,Popliteal pterygium syndrome,Disease
608864,Non-syndromic orofacial cleft 6,Disease
O14901,Krueppel-like factor 11,Protein
610508,Maturity-onset diabetes of the young 7,Disease
O14904,Protein Wnt-9a,Protein
O14905,Protein Wnt-9b,Protein
O14907,Tax1-binding protein 3,Protein
O14908,PDZ domain-containing protein GIPC1,Protein
618940,Oculopharyngodistal myopathy 2,Disease
O14910,Protein lin-7 homolog A,Protein
O14917,Protocadherin-17,Protein
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,Protein
615592,Immunodeficiency 15B,Disease
618204,Immunodeficiency 15A,Disease
DB06151,Acetylcysteine,Drug
DB01169,Arsenic trioxide,Drug
DB00995,Auranofin,Drug
DB00244,Mesalazine,Drug
DB00795,Sulfasalazine,Drug
O14924,Regulator of G-protein signaling 12,Protein
O14925,Mitochondrial import inner membrane translocase subunit Tim23,Protein
O14926,Fascin-2,Protein
607921,Retinitis pigmentosa 30,Disease
O14929,Histone acetyltransferase type B catalytic subunit,Protein
O14931,Natural cytotoxicity triggering receptor 3,Protein
O14933,Ubiquitin/ISG15-conjugating enzyme E2 L6,Protein
O14936,Peripheral plasma membrane protein CASK,Protein
300749,Intellectual developmental disorder with microcephaly and pontine and cerebellar hypoplasia,Disease
300422,FG syndrome 4,Disease
O14939,Phospholipase D2,Protein
DB00122,Choline,Drug
DB14006,Choline salicylate,Drug
O14944,Proepiregulin [Cleaved into: Epiregulin],Protein
O14948,Transcription factor EC,Protein
O14949,Cytochrome b-c1 complex subunit 8,Protein
615159,"Mitochondrial complex III deficiency, nuclear type 4",Disease
O14950,Myosin regulatory light chain 12B,Protein
O14958,Calsequestrin-2,Protein
611938,"Ventricular tachycardia, catecholaminergic polymorphic, 2",Disease
O14960,Leukocyte cell-derived chemotaxin-2,Protein
O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate,Protein
O14965,Aurora kinase A,Protein
DB05220,Alisertib,Drug
DB12556,MK-5108,Drug
O14966,Ras-related protein Rab-7L1,Protein
O14967,Calmegin,Protein
O14972,Vacuolar protein sorting-associated protein 26C,Protein
O14974,Protein phosphatase 1 regulatory subunit 12A,Protein
618820,Genitourinary and/or brain malformation syndrome,Disease
O14975,Long-chain fatty acid transport protein 2,Protein
DB11936,Bempedoic acid,Drug
O14976,Cyclin-G-associated kinase,Protein
O14977,Antizyme inhibitor 1,Protein
O14978,Zinc finger protein 263,Protein
O14979,Heterogeneous nuclear ribonucleoprotein D-like,Protein
609115,"Muscular dystrophy, limb-girdle, autosomal dominant 3",Disease
O14980,Exportin-1,Protein
DB11942,Selinexor,Drug
O14981,TATA-binding protein-associated factor 172170),Protein
O14983,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1-ATPase 1) ATPase),Protein
601003,Brody disease,Disease
DB00228,Enflurane,Drug
O14986,Phosphatidylinositol 4-phosphate 5-kinase type-1 betaP-5-kinase 1 beta),Protein
O14994,Synapsin-3,Protein
O15013,Rho guanine nucleotide exchange factor 10,Protein
608236,Slowed nerve conduction velocity,Disease
O15014,Zinc finger protein 609,Protein
O15015,Zinc finger protein 646,Protein
O15018,PDZ domain-containing protein 2 [Cleaved into: Processed PDZ domain-containing protein 2],Protein
O15020,"Spectrin beta chain, non-erythrocytic 2",Protein
600224,Spinocerebellar ataxia 5,Disease
615386,"Spinocerebellar ataxia, autosomal recessive, 14",Disease
O15021,Microtubule-associated serine/threonine-protein kinase 4,Protein
O15027,Protein transport protein Sec16A,Protein
O15031,Plexin-B2,Protein
O15033,Apoptosis-resistant E3 ubiquitin protein ligase 1,Protein
O15040,Tectonin beta-propeller repeat-containing protein 2,Protein
615031,"Neuropathy, hereditary sensory and autonomic, 9, with developmental delay",Disease
O15041,Semaphorin-3E,Protein
O15042,U2 snRNP-associated SURP motif-containing protein,Protein
O15047,Histone-lysine N-methyltransferase SETD1A,Protein
618832,"Epilepsy, early-onset, 2, with or without developmental delay",Disease
619056,Neurodevelopmental disorder with speech impairment and dysmorphic facies,Disease
O15049,NEDD4-binding protein 3,Protein
O15054,Lysine-specific demethylase 6B demethylase 6B),Protein
618505,Stolerman neurodevelopmental syndrome,Disease
O15055,Period circadian protein homolog 2,Protein
604348,"Advanced sleep phase syndrome, familial, 1",Disease
O15056,Synaptojanin-2,Protein
O15060,Zinc finger and BTB domain-containing protein 39,Protein
O15061,Synemin,Protein
O15062,Zinc finger and BTB domain-containing protein 5,Protein
O15066,"Kinesin-like protein KIF3B [Cleaved into: Kinesin-like protein KIF3B, N-terminally processed]",Protein
618955,Retinitis pigmentosa 89,Disease
O15067,Phosphoribosylformylglycinamidine synthase,Protein
DB00130,L-Glutamine,Drug
O15068,Guanine nucleotide exchange factor DBS,Protein
O15072,A disintegrin and metalloproteinase with thrombospondin motifs 3,Protein
618154,Hennekam lymphangiectasia-lymphedema syndrome 3,Disease
O15075,Serine/threonine-protein kinase DCLK1,Protein
O15078,Centrosomal protein of 290 kDa,Protein
610188,Joubert syndrome 5,Disease
610189,Senior-Loken syndrome 6,Disease
611755,Leber congenital amaurosis 10,Disease
611134,Meckel syndrome 4,Disease
615991,Bardet-Biedl syndrome 14,Disease
O15079,Syntaphilin,Protein
O15083,ERC protein 2,Protein
O15084,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,Protein
O15085,Rho guanine nucleotide exchange factor 11,Protein
O15091,Mitochondrial ribonuclease P catalytic subunit,Protein
619737,Combined oxidative phosphorylation deficiency 54,Disease
O15105,Mothers against decapentaplegic homolog 7,Protein
612229,Colorectal cancer 3,Disease
O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Protein
613630,Cocoon syndrome,Disease
619339,Bartsocas-Papas syndrome 2,Disease
DB00233,Aminosalicylic acid,Drug
O15116,U6 snRNA-associated Sm-like protein LSm1,Protein
O15117,FYN-binding protein 1,Protein
273900,Thrombocytopenia 3,Disease
O15118,NPC intracellular cholesterol transporter 1,Protein
257220,Niemann-Pick disease C1,Disease
O15119,T-box transcription factor TBX3,Protein
181450,Ulnar-mammary syndrome,Disease
O15120,1-acyl-sn-glycerol-3-phosphate acyltransferase beta,Protein
608594,"Lipodystrophy, congenital generalized, 1",Disease
O15121,Sphingolipid delta-desaturase DES1,Protein
618404,"Leukodystrophy, hypomyelinating, 18",Disease
O15123,Angiopoietin-2,Protein
619369,Lymphatic malformation 10,Disease
DB15303,Faricimab,Drug
DB12317,Vanucizumab,Drug
O15126,Secretory carrier-associated membrane protein 1,Protein
O15127,Secretory carrier-associated membrane protein 2,Protein
O15130,Pro-FMRFamide-related neuropeptide FF [Cleaved into: Neuropeptide SF; Neuropeptide FF; Neuropeptide AF],Protein
O15131,Importin subunit alpha-6,Protein
O15143,Actin-related protein 2/3 complex subunit 1B,Protein
617718,Immunodeficiency 71 with inflammatory disease and congenital thrombocytopenia,Disease
O15144,Actin-related protein 2/3 complex subunit 2,Protein
O15145,Actin-related protein 2/3 complex subunit 3,Protein
O15146,"Muscle, skeletal receptor tyrosine-protein kinase",Protein
616325,"Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency",Disease
208150,Fetal akinesia deformation sequence 1,Disease
